gene	transcript	D01_Ctrl_0h	D01_Lps_1h	D01_Lps_2h	D01_Lps_4h	D01_Lps_6h	D09_Ctrl_0h	D09_Lps_1h	D09_Lps_2h	D09_Lps_4h	D09_Lps_6h
MCM10	NA	7	8	2	1	3	3	7	2	7	1
CBS	NA	544	690	280	118	210	350	454	379	254	153
GTF2H2B	NA	37	76	39	21	20	37	33	28	11	20
CLK3	NA	304	382	180	179	506	241	317	286	481	460
LOC440700	NA	0	0	0	0	0	1	0	0	0	0
GPR33	NA	0	0	0	0	0	0	0	0	0	0
PCDHGA5	NA	0	1	0	0	0	0	3	0	1	3
ELF4	NA	2224	2951	1917	2135	5121	1189	1621	2290	4358	3271
METTL21EP	NA	4	0	0	3	3	0	1	0	0	4
H2BFWT	NA	0	0	0	0	0	0	1	0	0	0
FAM71A	NA	3	1	5	5	5	3	3	1	14	3
C11orf49	NA	135	159	62	22	40	77	96	62	54	28
CLIP2	NA	498	694	298	86	191	385	400	448	531	164
LOC101928751	NA	0	1	0	0	0	0	3	1	0	3
LOC101928682	NA	0	0	0	0	0	0	0	0	0	0
LINC01194	NA	0	0	0	0	0	0	1	0	0	0
ZNF524	NA	104	117	33	25	44	74	93	50	60	32
BTBD9	NA	360	384	191	92	203	223	284	218	185	194
KDELR1	NA	1740	1931	951	587	1560	1419	1453	1012	1555	1369
PSMB8-AS1	NA	166	254	93	46	99	84	129	62	75	92
NCSTN	NA	5674	6544	3131	1747	4473	4022	4558	3125	3685	3314
PARP4	NA	4863	5746	2557	1597	5157	3136	3634	2255	3096	3414
GALNT9	NA	0	0	0	0	1	0	0	0	0	0
GCGR	NA	0	0	0	0	0	0	0	1	0	1
CELSR3-AS1	NA	0	0	0	0	0	0	0	0	0	0
NPY	NA	0	0	0	0	0	0	0	0	0	0
BEGAIN	NA	14	8	1	8	17	2	3	0	5	2
SLC16A2	NA	0	0	0	1	6	1	0	0	1	0
FOXRED1	NA	125	154	83	34	28	67	98	70	62	34
SLC35B1	NA	358	335	169	87	262	217	281	182	282	268
GK5	NA	209	199	112	104	348	136	165	121	244	512
PRSS37	NA	0	0	0	0	0	0	0	0	0	0
SC5D	NA	404	334	106	39	148	557	471	214	171	132
LOC100505817	NA	0	0	0	0	0	0	0	0	0	0
SNORD115-9	NA	0	0	0	0	0	0	0	0	0	0
LOC442028	NA	0	0	0	0	0	0	1	0	0	0
MIR567	NA	0	0	0	0	0	0	0	0	0	0
SLC9A2	NA	1	1	0	1	0	3	2	1	3	0
FLJ42969	NA	0	0	0	0	0	0	0	0	0	0
FAM72D	NA	7	22	10	17	25	17	14	4	21	0
LOC653513	NA	37	36	18	64	138	35	40	102	124	166
ADD1	NA	2463	3152	1464	834	2625	2096	2382	1904	2208	2155
LOC100507420	NA	2	4	0	0	1	2	0	0	0	0
MIR1245B	NA	0	0	0	0	0	0	0	0	0	0
KDM6B	NA	755	7857	9988	3335	5274	581	12945	13976	5646	2868
TAL2	NA	0	0	0	0	0	0	0	0	0	0
FAM180B	NA	2	0	0	4	0	0	0	0	1	1
LINC01021	NA	1	0	2	0	0	0	0	1	0	2
TTC28-AS1	NA	12	14	11	3	8	18	25	7	6	5
ANP32A	NA	1814	2040	941	404	699	1230	1263	889	779	468
SOST	NA	0	0	0	0	0	0	0	0	0	1
DNAJC1	NA	353	324	173	129	504	300	302	242	375	352
ACLY	NA	1761	2091	1052	563	1343	1404	1586	1132	1298	1296
USP43	NA	1	0	0	0	0	0	2	0	0	1
CYP4F12	NA	0	0	0	0	0	0	0	0	0	0
FKBP5	NA	2421	2598	1238	1043	2675	1742	1963	1425	2377	3002
CHCHD5	NA	161	163	83	52	85	121	139	108	107	82
NUDT22	NA	207	242	83	33	56	96	116	84	31	46
MIR4433B	NA	0	0	0	0	0	0	0	0	0	0
CCDC85B	NA	275	402	156	31	76	154	198	118	87	50
OR51G2	NA	0	0	0	0	0	0	0	0	0	0
STRN3	NA	239	305	212	221	458	211	333	358	475	608
LOC100652931	NA	0	0	0	0	0	0	0	0	0	0
LOC101928323	NA	13	10	2	2	4	3	4	3	1	1
TMOD2	NA	25	57	23	129	386	35	74	53	231	307
FLI1	NA	2197	2227	744	117	682	1370	1317	509	324	435
DGKQ	NA	184	215	73	20	69	87	118	73	41	46
MAB21L2	NA	0	3	6	0	4	2	2	2	6	4
VPRBP	NA	674	660	261	160	433	446	528	281	447	476
SCNN1B	NA	0	0	0	0	0	0	0	0	0	0
PPDPF	NA	1758	1983	1018	531	1836	1718	1601	1191	1741	1635
ECHDC3	NA	89	110	38	56	94	41	48	43	49	71
TMEM106C	NA	28	39	8	9	17	37	37	32	40	28
PPIEL	NA	3	10	2	0	5	6	16	22	13	16
CSNK2A2	NA	599	632	258	205	540	331	311	285	526	447
KIAA1024L	NA	0	0	0	0	0	0	0	0	0	0
LOC100132891	NA	364	427	180	225	761	197	270	181	422	566
RPL39	NA	640	908	365	273	637	364	510	351	460	551
HERC3	NA	894	1223	611	260	491	704	927	588	504	525
ZBTB47	NA	326	316	79	23	119	206	186	66	72	125
ZNF681	NA	36	26	2	6	23	15	11	9	10	8
FAM160A2	NA	153	225	114	50	194	93	151	150	141	148
PAGE2	NA	0	0	0	0	0	0	0	0	0	1
CLIC5	NA	0	0	0	0	0	1	0	0	0	0
KMT2B	NA	895	924	317	319	862	640	533	450	886	871
MIR5700	NA	0	0	0	0	0	0	0	0	0	0
ERICH3-AS1	NA	0	0	0	0	0	0	0	0	0	0
RABAC1	NA	166	225	102	77	280	164	181	181	305	327
LINC00882	NA	0	0	0	0	0	0	0	0	0	0
ZFHX2	NA	186	161	40	13	53	65	65	48	47	60
YPEL1	NA	41	36	13	3	8	23	20	13	13	8
DNAJC4	NA	374	414	192	95	233	194	233	191	199	128
NR1D2	NA	861	884	329	260	547	548	619	403	382	354
FAM153C	NA	0	0	0	0	0	0	0	1	2	1
NPNT	NA	0	0	0	0	0	0	1	0	0	0
TTTY18	NA	0	0	0	0	0	0	0	0	0	0
RABL6	NA	844	1061	544	212	441	498	594	502	430	317
METTL16	NA	258	270	57	27	132	183	244	107	144	180
ZNF677	NA	9	5	1	0	4	7	10	5	8	1
ZNF536	NA	0	0	0	0	0	0	0	0	0	0
RAB44	NA	0	0	1	1	0	0	0	0	4	0
MEF2B	NA	20	16	0	0	11	1	0	0	4	5
PTPN4	NA	272	267	91	24	51	174	176	89	42	29
STX5	NA	526	630	310	297	886	340	429	371	587	541
CTCFL	NA	0	0	0	0	0	0	0	0	0	0
CD72	NA	7	15	4	2	7	7	12	5	15	5
LOC100506990	NA	49	84	39	28	49	9	11	19	11	13
NUTM2B-AS1	NA	164	141	70	73	175	108	99	89	168	155
XRCC1	NA	383	479	215	49	88	317	359	228	101	155
VEGFA	NA	512	831	369	358	1125	417	774	294	1705	2863
CSRNP1	NA	126	3096	1623	956	1521	81	2415	1797	1865	693
MAS1L	NA	0	0	0	0	0	0	0	0	0	0
ELL	NA	603	726	233	370	800	518	533	308	1179	879
SETBP1	NA	101	197	59	38	37	104	118	65	53	45
CDH11	NA	0	0	0	0	0	0	0	0	0	0
C17orf105	NA	0	2	0	0	0	0	2	0	0	0
NDC80	NA	5	10	5	1	5	4	1	2	6	1
RASAL2-AS1	NA	14	23	10	3	33	12	18	13	16	18
DMBX1	NA	0	0	0	0	0	0	1	0	0	0
RPS7P5	NA	0	0	0	0	0	0	0	0	0	0
NRSN1	NA	0	0	0	0	0	0	0	0	0	0
CDS2	NA	2202	2293	1105	797	2229	1486	1832	1186	1784	2267
MIR6718	NA	0	0	0	0	0	0	0	0	0	0
SHANK2-AS1	NA	0	0	0	0	2	0	0	0	0	0
C2orf69	NA	513	543	275	151	396	364	372	300	359	399
SENP3	NA	47	109	23	28	68	43	55	43	53	46
GOLGA6L9	NA	0	0	0	0	0	0	0	0	5	0
FAM213A	NA	21	30	17	5	14	224	200	134	164	121
MIR6814	NA	0	0	0	0	0	0	0	0	0	0
EEF2K	NA	1216	1529	584	372	1392	785	955	644	1197	1287
KANK4	NA	0	0	0	0	0	0	0	1	1	0
DCTN1-AS1	NA	2	0	0	0	0	0	0	0	0	0
COG8	NA	315	278	81	18	108	202	189	67	82	115
OR1L8	NA	0	0	0	0	0	0	0	0	0	0
CEP72	NA	13	3	4	0	6	4	11	7	1	2
SNRNP48	NA	165	183	93	35	73	90	92	83	79	75
SNORD116-27	NA	0	0	0	0	0	0	0	0	0	0
ASIC3	NA	9	11	3	10	24	4	4	2	3	3
YJEFN3	NA	0	1	0	0	0	0	0	0	0	0
DSCAM-IT1	NA	0	0	0	0	0	0	0	0	0	0
MIR1302-2	NA	0	0	0	0	0	0	0	0	0	0
TMEM207	NA	0	0	0	0	0	0	1	0	0	2
PHYH	NA	256	280	107	70	134	199	208	158	189	106
MUS81	NA	297	304	144	61	192	183	227	199	228	196
GGT6	NA	1	0	0	0	0	3	9	8	13	5
C22orf23	NA	28	16	7	17	73	5	12	18	38	48
LINC00494	NA	0	0	0	1	0	0	0	0	0	0
MAPK8IP2	NA	0	0	0	0	0	0	4	0	0	1
NELL2	NA	2	2	1	0	0	2	5	1	1	0
POU3F2	NA	0	0	0	0	0	1	0	1	0	0
CHPF2	NA	726	989	383	90	258	458	546	336	199	273
ALPK1	NA	453	457	189	58	202	334	373	154	86	159
MRPS18C	NA	119	170	59	43	129	103	130	70	109	106
RPLP2	NA	4695	5118	2604	1566	4175	2851	4096	3124	4883	3945
FGF22	NA	0	0	0	0	0	0	0	0	0	0
SPNS1	NA	1018	1255	552	352	755	840	941	761	780	674
ZFP1	NA	52	41	25	12	54	53	30	43	37	48
IL1RAPL1	NA	0	0	0	0	0	0	0	0	0	0
ACVR2B-AS1	NA	0	1	2	0	0	5	4	1	0	3
PCSK9	NA	0	0	0	0	0	0	0	0	0	0
L3MBTL4-AS1	NA	4	2	1	2	13	5	6	18	12	17
NKX2-1	NA	0	0	0	0	0	0	0	0	0	0
BZRAP1-AS1	NA	96	103	45	22	62	42	55	52	27	29
SRSF3	NA	1072	1458	863	647	988	868	1233	1026	1256	876
SP4	NA	384	371	137	65	270	239	205	77	135	156
SLC11A1	NA	441	508	277	144	616	712	874	718	1005	1050
ICAM2	NA	58	88	34	23	34	56	74	60	34	17
SH3GL1	NA	703	823	322	84	392	530	534	365	279	358
MIR21	NA	0	0	0	0	0	0	0	0	0	0
FAS-AS1	NA	6	26	21	6	19	2	14	6	7	8
RALB	NA	952	1090	499	553	2001	808	900	796	1899	2441
PDXP	NA	111	174	62	5	2	65	85	33	5	16
GSK3B	NA	2025	2313	974	833	1925	1563	1720	990	1676	1404
GNGT1	NA	0	0	0	0	0	0	0	0	0	0
KIR2DL1	NA	0	0	0	0	0	0	0	0	0	0
MIR3940	NA	0	0	0	0	0	0	0	0	0	0
TNFAIP3	NA	545	60241	24512	5348	8906	351	48285	22641	10847	7979
PCDHGA4	NA	0	0	0	0	6	4	6	0	2	0
LINC01111	NA	0	0	0	0	0	0	1	0	0	0
CBLN2	NA	0	0	0	0	0	0	0	0	0	0
PANK3	NA	948	1056	536	334	639	868	1006	772	866	584
TAAR9	NA	0	0	0	0	0	0	0	0	0	0
WDR82	NA	1554	1385	443	374	1095	1062	1007	612	928	1021
APOM	NA	10	7	4	7	9	5	6	6	9	6
MAPK1IP1L	NA	2290	3170	1926	1654	4056	1948	2537	2360	3782	3393
TRIP10	NA	137	273	631	1355	1935	110	293	1608	3271	2084
TMEM205	NA	419	486	260	113	308	279	353	311	410	245
SPATA16	NA	0	0	0	0	0	0	0	0	0	0
USP51	NA	20	9	7	0	3	28	18	4	1	5
LOC392364	NA	0	0	0	0	0	0	0	1	0	0
TESK1	NA	370	503	156	137	623	340	384	271	435	521
SNORD96A	NA	0	0	0	0	0	0	1	0	0	0
ZNF611	NA	228	261	100	50	145	204	167	80	108	137
CEP104	NA	361	478	180	75	255	278	290	232	250	269
PDE6G	NA	25	51	11	4	21	21	22	20	29	30
HLA-DQA1	NA	252	410	201	152	415	6246	9299	9126	13194	11783
GCLC	NA	494	544	181	157	304	313	455	206	221	150
LOC101927070	NA	31	21	7	8	4	15	17	2	5	2
SEC61A1	NA	3042	3662	1714	1227	3399	2513	2726	2215	3053	3616
TWSG1	NA	610	603	281	137	394	493	561	316	409	339
ZMYND10	NA	5	5	1	0	0	3	1	3	4	2
CTDP1	NA	394	421	118	89	350	250	219	165	317	349
ZNF75D	NA	89	97	37	13	39	81	97	49	33	43
SATB2-AS1	NA	0	0	0	0	0	0	0	0	0	0
ADAMTS6	NA	2	6	1	1	0	4	5	1	0	0
SLIT1	NA	23	15	2	5	2	13	12	13	9	5
KRT86	NA	0	0	0	0	0	0	0	0	0	0
LINC00662	NA	27	39	18	4	32	27	14	12	23	31
FZD10-AS1	NA	0	0	0	0	0	0	0	0	0	0
GTPBP2	NA	663	852	429	589	2281	373	431	428	999	1257
MIR539	NA	0	0	0	0	0	0	0	0	0	0
PQLC3	NA	463	470	241	129	289	358	447	306	404	324
OR2T5	NA	0	0	0	0	0	0	0	0	0	0
CRNDE	NA	0	3	0	0	0	0	0	0	1	0
MIR4713	NA	0	0	0	0	0	0	0	0	0	0
PRRX2	NA	0	0	0	0	0	0	1	0	1	4
GPR110	NA	0	0	0	0	0	0	0	0	0	0
MIR6070	NA	0	0	0	0	0	0	0	0	0	0
MKKS	NA	470	424	195	81	257	217	238	171	209	161
ERVV-1	NA	0	0	0	0	0	2	6	0	2	0
CD109	NA	1375	1682	784	580	1562	995	1159	824	1448	1490
ADCY1	NA	95	128	63	26	34	93	93	55	45	26
RHBG	NA	0	0	0	0	0	0	0	0	0	0
GOLGA8J	NA	3	0	0	1	0	0	0	7	7	0
TP53I3	NA	103	137	56	44	112	98	73	76	71	85
SRL	NA	2	2	0	0	4	0	0	3	1	0
SNORA71D	NA	0	0	0	1	0	2	3	0	1	2
SLC22A3	NA	0	0	0	0	0	0	0	0	1	0
EFR3B	NA	5	4	3	0	0	11	9	6	8	1
LOC441455	NA	0	0	0	0	3	0	0	0	0	0
UCP2	NA	5541	6222	2828	1340	3441	4538	4474	2942	3326	2978
CCDC64B	NA	0	0	0	0	0	0	0	0	0	0
FER1L6	NA	0	0	0	1	0	2	8	2	3	0
FOXG1	NA	0	0	0	0	0	0	0	0	0	0
LOC644656	NA	5	17	4	2	16	1	13	3	5	7
TRIM24	NA	682	814	511	386	697	450	507	593	606	571
OR2AG1	NA	0	0	0	0	0	0	0	0	0	0
MIR5192	NA	0	0	0	0	0	0	0	0	0	0
PROC	NA	1	1	0	0	0	0	2	0	0	0
PLXNA4	NA	2	1	0	0	6	1	2	3	3	2
TAAR6	NA	0	0	0	0	0	0	0	0	0	0
AMTN	NA	0	0	0	0	3	0	0	0	0	0
OR2T4	NA	0	0	0	0	0	0	0	0	0	0
DEPDC1	NA	15	4	1	0	5	4	14	0	11	3
LINC00504	NA	532	529	231	170	421	1292	1628	1558	2047	1420
LOC63930	NA	0	0	0	0	0	0	0	0	0	0
ANAPC1P1	NA	2	0	0	0	0	0	0	0	0	0
LOC100506258	NA	23	19	13	11	26	124	145	152	188	162
ZDHHC17	NA	196	204	92	108	276	148	165	133	224	243
KIAA1429	NA	845	832	349	166	479	669	606	365	495	428
VNN3	NA	1	0	0	3	3	0	0	0	9	14
KCNH1	NA	0	0	0	0	0	1	0	0	0	0
PPARD	NA	895	958	472	222	1250	1026	1142	914	867	1631
LINC01365	NA	0	0	0	0	0	0	0	0	0	0
HFM1	NA	0	0	0	0	0	0	0	0	0	0
KDM4A	NA	733	729	196	148	489	425	402	205	359	426
YBX1	NA	15069	16470	8141	5934	15792	13941	15995	11670	18743	18233
ZNF695	NA	2	1	0	0	0	3	0	0	0	0
SCTR	NA	2	3	2	0	0	1	0	0	0	0
FAM87A	NA	0	0	0	0	0	0	0	0	0	0
MCF2L-AS1	NA	0	0	0	0	0	0	0	0	0	0
CFAP70	NA	1	1	0	2	1	1	0	2	1	0
DCDC1	NA	0	0	0	0	0	0	0	0	0	0
VPS26B	NA	703	800	344	95	129	398	438	264	157	115
MIRLET7DHG	NA	9	21	1	7	9	8	8	5	15	7
MTF2	NA	492	518	105	71	189	296	321	97	180	150
LINC00463	NA	0	0	0	0	0	0	0	0	0	0
LINC01353	NA	0	0	1	4	1	0	6	0	0	3
ATP6V1F	NA	4213	4978	2601	1724	5064	2998	3497	2905	4349	3926
SNORD95	NA	0	0	0	0	0	0	0	0	0	0
SNORA80E	NA	0	0	0	0	0	7	0	0	0	0
EGR4	NA	5	106	41	0	1	1	56	19	0	4
CCDC94	NA	121	165	109	43	154	100	104	111	115	109
MAP3K14-AS1	NA	4	0	1	0	4	10	3	2	5	2
CATIP-AS2	NA	0	4	3	0	3	0	3	2	7	6
LOC100499489	NA	35	51	25	19	28	22	32	19	31	32
BHLHA9	NA	0	0	0	0	0	0	0	0	0	0
CCSER2	NA	893	1168	700	1608	3320	838	1105	969	2949	1998
DBH-AS1	NA	20	13	5	2	1	1	4	5	1	0
MIR6893	NA	0	0	0	0	0	0	0	0	0	0
CCL11	NA	0	0	0	0	0	0	0	0	0	0
LOC101928223	NA	0	0	0	0	0	0	0	0	0	0
SNORA5B	NA	0	0	0	0	0	0	0	0	0	0
LINC00900	NA	6	8	3	3	5	12	14	11	4	7
LMO7	NA	16	15	7	2	4	12	14	19	13	7
DCST1	NA	0	0	0	0	0	0	0	0	0	0
IDO1	NA	13	18	6	874	7050	16	25	32	1999	6357
ADRBK1	NA	1680	2301	1083	204	376	1115	1345	992	324	424
GOLGA7B	NA	5	18	2	8	16	89	111	82	117	100
CDRT4	NA	0	4	0	0	0	0	0	0	0	0
ZNF84	NA	226	142	56	46	114	233	95	78	114	121
HOXD8	NA	0	0	0	0	0	0	0	0	0	0
METTL18	NA	46	27	7	3	21	42	18	13	15	6
MIR583	NA	0	0	0	0	0	0	0	0	0	0
VSTM2A-OT1	NA	0	0	0	0	0	0	0	0	0	0
STARD8	NA	613	1031	1222	615	879	514	988	1777	872	570
MIR195	NA	0	0	0	0	0	0	0	0	0	0
FOXP2	NA	0	0	0	0	0	1	0	0	0	0
ANKRD18B	NA	0	0	0	0	0	0	0	0	0	0
LOC255187	NA	0	0	0	0	0	0	0	0	0	0
MIR524	NA	0	0	0	0	0	0	0	0	0	0
FAM25BP	NA	0	0	0	0	0	0	0	0	0	0
CCDC103	NA	8	6	0	3	4	6	6	5	10	9
ASH1L-AS1	NA	7	19	20	9	29	7	16	32	21	22
LINC00964	NA	0	0	0	0	0	0	0	0	0	0
POLR3A	NA	376	421	122	42	203	223	236	86	172	146
GSC	NA	0	0	0	0	0	0	0	0	0	0
ZNF114	NA	0	0	0	0	0	0	0	4	5	1
MIR501	NA	0	0	0	0	0	0	0	0	0	0
LALBA	NA	0	0	0	0	0	0	0	0	0	0
RMND5A	NA	724	773	286	88	249	556	663	322	184	284
MIR3122	NA	0	0	0	0	0	0	0	0	0	0
MIR6745	NA	0	0	0	0	0	0	0	0	0	0
BPIFB1	NA	0	0	0	0	0	0	0	0	0	0
MIR590	NA	0	0	0	0	0	0	0	0	0	0
HIGD1C	NA	0	0	0	0	0	0	0	0	0	0
GMCL1P1	NA	0	0	0	0	0	1	7	1	2	0
KRTAP1-3	NA	0	0	0	0	0	0	0	0	0	0
MAF1	NA	1117	1116	517	243	733	727	754	601	660	733
NRN1	NA	1	1	0	0	5	0	0	0	0	0
SPAG5	NA	53	81	24	9	20	28	42	43	39	23
DNAH7	NA	2	5	3	2	6	7	8	6	0	11
BRCA2	NA	199	332	352	541	891	139	214	222	541	300
ACADM	NA	519	618	314	189	285	494	607	405	493	338
DEAR	NA	0	1	0	0	0	0	1	0	1	0
GTSE1-AS1	NA	1	0	0	0	0	0	0	0	1	3
PRR30	NA	0	0	0	0	0	0	0	0	0	0
FAM8A1	NA	344	361	172	115	323	267	273	174	215	188
CHMP2A	NA	753	857	450	317	747	689	756	577	823	761
KDM7A	NA	1961	2645	983	654	2102	1417	2238	1431	2103	2331
GPR21	NA	6	3	2	0	10	3	2	2	6	1
CXCR1	NA	128	114	36	6	3	42	47	24	2	2
SLC12A3	NA	0	0	0	0	2	0	1	0	0	0
ZDHHC7	NA	1615	1817	626	215	651	973	1022	559	462	428
C5orf64	NA	3	3	0	1	3	0	1	1	4	0
FNDC9	NA	2	3	0	0	1	3	0	0	8	1
APELA	NA	0	0	0	0	0	0	0	0	0	0
SLC44A3	NA	0	0	0	0	0	1	0	0	0	0
TUNAR	NA	0	0	0	0	0	0	0	0	0	0
SDSL	NA	98	101	48	5	31	82	121	73	48	59
MMP8	NA	0	4	0	2	2	3	3	2	10	9
LINC00948	NA	0	0	0	0	0	0	0	0	0	0
MIR6887	NA	0	0	0	0	0	0	0	0	0	0
PLA2G12B	NA	0	0	0	0	0	0	0	1	0	0
ACY1	NA	193	165	98	57	95	76	109	8	94	48
LOC101927322	NA	0	2	1	0	0	0	3	0	0	0
MT1E	NA	3	0	1	0	0	0	1	2	10	3
LOC100128076	NA	0	0	0	0	0	0	0	0	0	0
OR4K15	NA	0	0	0	0	0	0	0	0	0	0
TECTB	NA	0	0	0	0	0	0	0	0	0	0
MIR222	NA	0	0	0	0	0	0	0	0	0	0
GPR20	NA	4	0	0	0	0	7	0	0	0	0
ELFN2	NA	1	3	0	0	0	0	0	0	3	0
RFPL3	NA	0	0	0	0	0	0	0	0	0	3
IRAK2	NA	28	110	898	1110	2145	44	406	2304	1982	1570
BLMH	NA	256	320	151	68	165	210	248	152	280	212
MYO9A	NA	668	789	315	238	593	534	613	374	453	554
CCDC3	NA	0	0	0	0	0	0	0	0	0	0
MIR8067	NA	0	0	0	0	0	0	0	0	0	0
KIAA0513	NA	1065	1090	399	96	197	673	764	428	184	167
MIER2	NA	237	325	91	58	177	198	179	122	187	179
SH3BP2	NA	1037	1524	743	540	1511	785	929	1249	1204	1090
PNMA2	NA	1	0	1	0	0	2	2	0	4	1
LOC646743	NA	0	0	0	0	0	0	0	0	0	0
ANXA10	NA	0	0	0	0	0	0	0	0	0	1
SNORA41	NA	0	0	0	0	0	0	0	0	0	0
CNPY3	NA	1019	1168	533	271	594	755	783	673	718	566
RTN2	NA	131	175	71	55	137	72	73	82	127	113
TFB1M	NA	95	111	49	11	33	88	100	63	23	51
PRPH2	NA	4	0	0	1	0	1	0	1	1	3
GOLGB1	NA	1530	2044	1055	475	1075	1232	1587	1345	1178	942
IRX4	NA	0	0	0	0	0	0	0	0	0	0
DXO	NA	33	57	23	10	17	14	32	26	9	6
ANKRD34C-AS1	NA	0	0	0	0	0	0	0	0	0	0
SPANXN1	NA	0	0	0	0	0	0	0	0	0	0
NFKBIL1	NA	118	131	34	15	104	56	60	42	47	47
MIR944	NA	0	0	0	0	0	0	0	0	0	0
UQCR10	NA	705	692	272	137	319	355	470	357	326	276
C10orf62	NA	0	0	0	0	0	0	0	0	0	0
APBB3	NA	15	23	12	6	11	10	18	11	7	10
RPS10	NA	4783	5617	2763	1767	4348	3089	3622	2574	4227	3290
MIR3146	NA	0	0	0	0	0	0	0	0	0	0
TLE3	NA	1391	1557	1025	580	839	1051	1233	1093	1168	873
PSMB7	NA	621	698	386	292	778	438	615	433	800	651
MESDC1	NA	380	697	504	476	1521	360	675	798	1525	1410
SNORD90	NA	0	0	0	0	0	0	0	0	0	0
KRTAP10-9	NA	0	0	0	0	0	0	0	0	0	0
LOC100287036	NA	1	0	0	0	0	0	2	2	3	1
SLC6A1	NA	0	0	0	0	0	0	1	0	0	0
PTBP3	NA	4257	4913	2729	2448	5911	3547	4098	3296	5517	5661
OCLN	NA	7	1	2	1	4	6	6	1	4	2
MIR532	NA	0	0	0	0	0	0	0	0	0	0
SERTAD4	NA	0	0	0	0	0	0	0	0	0	0
NAGLU	NA	356	416	204	74	215	254	235	210	239	219
SPRY1	NA	8	16	9	3	3	27	34	27	32	34
RPSAP52	NA	0	0	0	0	0	0	0	0	0	0
MYSM1	NA	592	444	186	156	385	367	265	241	286	328
TRIM4	NA	407	340	80	67	224	209	184	101	180	215
SH3YL1	NA	89	99	38	17	41	65	73	53	78	38
TREM2	NA	4427	5731	2691	1248	2815	3300	3797	3077	3102	2384
SERPINI1	NA	9	2	2	0	4	10	8	3	3	11
C1orf158	NA	0	0	0	0	0	0	0	0	0	0
RTP2	NA	0	0	0	0	0	0	0	0	0	0
TMEM38A	NA	5	2	2	4	0	0	6	0	0	1
HDHD3	NA	21	21	4	2	13	26	22	4	18	16
PCAT2	NA	0	0	0	0	0	0	0	0	0	0
LINC00630	NA	8	5	4	2	9	4	3	6	7	2
MIR6503	NA	0	0	0	0	0	0	0	0	0	0
TDRD3	NA	252	292	139	45	104	225	197	119	126	140
EID2B	NA	7	6	1	0	9	3	10	5	1	3
CALHM1	NA	3	0	1	0	0	1	0	2	0	0
DEFB134	NA	0	0	0	0	0	0	0	0	0	0
THSD7A	NA	0	0	1	0	0	0	2	0	1	0
C19orf70	NA	263	355	153	78	192	174	215	151	262	163
KLHL15	NA	247	354	62	50	121	141	219	52	90	82
NDST3	NA	0	0	0	0	0	0	0	0	0	0
DHRS12	NA	36	22	11	9	33	20	31	19	44	20
ST13P4	NA	1	0	0	0	0	2	6	1	6	0
SFTA3	NA	0	0	0	0	0	0	0	0	0	0
MIR1973	NA	0	0	0	0	0	0	0	0	0	0
FBXO9	NA	623	763	383	172	309	293	358	325	269	233
TNPO1	NA	3677	3856	1872	1885	4844	2599	3014	2209	3758	3599
MRPL13	NA	250	279	84	45	84	140	195	131	143	93
MRPL23-AS1	NA	0	0	0	0	0	0	0	0	0	0
SNX5	NA	2244	2434	1114	434	503	1372	1736	1024	789	395
METTL6	NA	84	109	47	35	106	61	89	58	63	93
SOD1	NA	422	450	224	167	392	272	386	261	309	314
PACS1	NA	2493	2826	1236	628	1361	1595	1724	1232	1320	1092
CHML	NA	129	346	242	168	166	120	322	348	362	164
CDK13	NA	1153	1247	462	249	833	829	866	410	721	781
FAM187B	NA	0	0	0	0	0	1	0	0	0	0
SIRT5	NA	132	145	50	19	33	100	99	44	25	22
CAPN2	NA	1241	1619	844	959	3466	1568	1865	1919	3495	4128
FXYD5	NA	3496	4388	2293	1431	3552	2430	2576	1981	2684	2564
TWISTNB	NA	233	310	203	99	234	160	217	187	277	261
LRFN1	NA	25	37	16	2	11	11	16	9	0	1
OR51B2	NA	0	0	0	0	0	0	0	0	0	0
MIR3196	NA	0	0	0	0	0	0	0	0	0	0
OR4D11	NA	0	0	0	0	0	0	0	0	0	0
LINC00684	NA	0	0	0	0	0	0	0	0	0	0
NR4A1	NA	2	775	162	20	22	10	1536	181	21	30
TRIM17	NA	4	0	0	4	15	5	3	4	5	7
RPL15	NA	10094	11270	5523	3518	7895	5257	6264	4926	6219	4805
EGFR-AS1	NA	0	0	0	0	0	0	0	0	0	0
ATP5G3	NA	607	695	317	174	334	520	534	364	374	316
APTR	NA	14	3	7	1	8	5	6	10	10	16
ADAMTS8	NA	0	0	0	0	0	0	1	1	0	0
HOXC4	NA	0	0	0	0	0	0	0	0	0	0
RMDN1	NA	272	393	169	74	190	260	331	226	180	136
FRMPD3-AS1	NA	0	0	0	0	0	0	0	0	0	0
CELF2-AS2	NA	0	0	0	0	0	0	0	0	0	0
CEACAM5	NA	0	0	0	0	0	1	1	1	1	0
C14orf37	NA	3	4	4	1	2	1	5	0	0	0
ASPDH	NA	1	0	0	0	0	0	0	0	0	0
MIR4733	NA	0	0	0	0	0	0	0	0	0	0
MIR941-3	NA	0	0	0	0	0	0	0	0	1	0
UGT1A7	NA	0	0	0	0	0	0	0	0	0	0
MYT1L	NA	0	0	0	0	0	0	0	0	0	0
RASA2	NA	194	221	136	135	394	175	261	194	357	405
STAG1	NA	723	842	372	283	702	582	559	375	639	694
OSBPL7	NA	31	34	7	0	1	14	23	5	0	1
